id_client,region,sexe,age,revenu_estime_gnf,anciennete_mois,type_abonnement,forfait_international,messagerie_vocale,recharge_mensuelle_moy_gnf,moyen_paiement,minutes_jour,minutes_nuit,donnees_mo,nombre_sms,appels_service_client,pannes_signalees_30j,retard_paiement_jours,minutes_internationales,retour_client,resiliation
GN-101044,Mamou,M,53,1081068,20,Prépayé,Non,Non,288600.0,Orange Money,65.71,88.12,184.4,32,2,1,0,1.4,"Réseau correct à Conakry, la 4G marche bien, rien à dire.",1
GN-101045,Conakry,M,27,2325267,11,Prépayé,Non,Non,232500.0,Orange Money,0.0,5.53,336.9,35,1,0,2,4.5,"Bon service, forfait data intéressant, je suis satisfait.",0
GN-101046,Faranah,M,36,1407804,7,Prépayé,Non,Oui,92400.0,Autre wallet,68.66,54.4,590.6,31,2,2,0,15.4,"Rien à signaler, qualité au rendez-vous, merci l’équipe.",1
GN-101047,Conakry,F,49,1119162,2,Prépayé,Non,Non,185300.0,Orange Money,31.86,35.92,382.1,25,2,1,2,6.6,"Ça passe bien pour mes besoins, appels clairs et internet ok.",1
GN-101048,Kindia,M,36,1114190,18,Prépayé,Non,Non,39200.0,Orange Money,63.96,108.04,1524.1,29,0,0,3,1.1,"Bon service, forfait data intéressant, je suis satisfait.",0
GN-101049,Boké,F,24,816227,69,Prépayé,Non,Non,228900.0,Orange Money,122.56,67.54,1209.3,25,1,0,4,0.0,"Support réactif, j’ai eu de l’aide rapidement, merci.",0
GN-101050,Kankan,F,22,1323307,6,Prépayé,Oui,Non,412100.0,Espèces,0.0,48.2,758.6,30,1,0,2,1.2,"Rien à signaler, qualité au rendez-vous, merci l’équipe.",1
GN-101051,N’Zérékoré,M,60,1584157,14,Prépayé,Non,Oui,146800.0,Orange Money,43.22,17.99,517.5,28,4,1,0,1.7,"Service client joignable, délai un peu long parfois.",0
GN-101052,Kankan,M,38,699311,65,Prépayé,Non,Non,418500.0,Orange Money,63.55,72.77,628.1,30,2,1,5,0.8,"Prix raisonnable, réseau stable à Kipé et Nongo.",0
GN-101053,Conakry,M,42,2105249,41,Prépayé,Non,Non,113500.0,Orange Money,119.8,76.04,1749.4,38,3,0,0,6.8,"Réseau correct à Conakry, la 4G marche bien, rien à dire.",1
GN-101054,Boké,M,30,1548089,13,Prépayé,Oui,Non,91700.0,Orange Money,46.19,46.46,920.0,29,2,0,5,10.2,"Bon service, forfait data intéressant, je suis satisfait.",0
GN-101055,Conakry,F,27,934128,94,Prépayé,Oui,Oui,282000.0,Orange Money,37.48,57.42,592.4,35,2,1,0,14.6,"Rien à signaler, qualité au rendez-vous, merci l’équipe.",0
GN-101056,Boké,M,18,1166783,11,Prépayé,Non,Non,131400.0,Orange Money,87.48,0.0,479.9,35,4,1,3,12.5,"Ça passe bien pour mes besoins, appels clairs et internet ok.",1
GN-101057,Labé,F,16,1483859,5,Postpayé,Non,Oui,305500.0,Orange Money,137.99,40.12,841.1,39,2,1,9,1.9,"Bon service, forfait data intéressant, je suis satisfait.",0
GN-101058,Boké,F,46,754375,20,Prépayé,Non,Non,210100.0,Autre wallet,51.95,53.25,265.3,34,1,2,2,2.7,"Réseau correct à Conakry, la 4G marche bien, rien à dire.",1
GN-101059,Faranah,F,28,842216,27,Prépayé,Oui,Non,225000.0,Orange Money,47.71,21.07,474.5,28,0,1,0,4.1,"Rien à signaler, qualité au rendez-vous, merci l’équipe.",0
GN-101060,Kankan,F,37,1247396,24,Prépayé,Oui,Oui,535900.0,Orange Money,71.1,14.41,1029.0,30,3,1,0,7.8,"Rien à signaler, qualité au rendez-vous, merci l’équipe.",0
GN-101061,Conakry,M,47,2448992,13,Prépayé,Non,Oui,36600.0,Orange Money,95.36,64.33,1384.8,38,2,1,1,0.5,"Réseau correct à Conakry, la 4G marche bien, rien à dire.",1
GN-101062,N’Zérékoré,M,32,713745,53,Prépayé,Non,Non,116900.0,Autre wallet,51.55,36.33,960.6,37,3,2,6,8.6,"Prix raisonnable, réseau stable à Kipé et Nongo.",1
GN-101063,Conakry,M,61,2224090,24,Prépayé,Non,Oui,223600.0,Carte bancaire,16.1,25.03,1130.9,33,1,0,0,11.1,"Prix raisonnable, réseau stable à Kipé et Nongo.",0
GN-101064,Kindia,F,45,849400,3,Prépayé,Non,Oui,135300.0,Orange Money,58.39,13.42,793.0,41,3,3,0,14.8,"Le réseau varie selon les quartiers, mais on s’en sort.",0
GN-101065,Conakry,M,27,1633321,7,Postpayé,Non,Non,34400.0,Orange Money,53.76,7.55,5879.8,41,1,1,11,5.2,"Réseau correct à Conakry, la 4G marche bien, rien à dire.",0
GN-101066,Boké,F,22,1144792,60,Prépayé,Non,Non,277800.0,Orange Money,119.54,38.54,641.4,29,2,2,0,28.6,"Support réactif, j’ai eu de l’aide rapidement, merci.",0
GN-101067,Mamou,M,42,1758076,22,Prépayé,Non,Non,125800.0,Orange Money,4.34,1.48,1031.4,26,1,1,7,2.2,"Support réactif, j’ai eu de l’aide rapidement, merci.",0
GN-101068,Conakry,M,35,2310422,30,Prépayé,Non,Non,151600.0,Carte bancaire,37.89,33.02,2648.0,23,4,2,3,3.6,"Réseau correct à Conakry, la 4G marche bien, rien à dire.",0
GN-101069,Conakry,M,33,1683021,41,Prépayé,Non,Non,185600.0,Carte bancaire,0.0,20.06,1159.5,45,2,2,7,7.7,"Support réactif, j’ai eu de l’aide rapidement, merci.",0
GN-101070,N’Zérékoré,F,34,1381841,3,Prépayé,Non,Non,431400.0,Orange Money,55.54,31.68,235.6,28,1,2,1,9.7,"Support réactif, j’ai eu de l’aide rapidement, merci.",0
GN-101071,Labé,M,22,949046,15,Prépayé,Oui,Non,79100.0,Orange Money,73.34,69.55,881.5,44,5,0,1,0.9,"Service client joignable, délai un peu long parfois.",0
GN-101072,Mamou,M,20,854413,7,Prépayé,Non,Non,111900.0,Orange Money,100.89,30.05,995.2,36,1,2,4,3.1,"Bon service, forfait data intéressant, je suis satisfait.",0
GN-101073,Faranah,M,36,1097460,8,Prépayé,Oui,Oui,526900.0,Orange Money,131.14,12.85,660.5,32,2,1,0,0.0,"Support réactif, j’ai eu de l’aide rapidement, merci.",0
GN-101074,N’Zérékoré,F,31,1413493,21,Prépayé,Non,Oui,106400.0,Orange Money,82.03,44.81,1823.3,34,2,2,5,3.1,"Rien à signaler, qualité au rendez-vous, merci l’équipe.",0
GN-101075,N’Zérékoré,M,30,1687129,38,Prépayé,Oui,Non,58000.0,Orange Money,58.19,60.53,1043.8,28,4,0,10,1.1,"Le réseau varie selon les quartiers, mais on s’en sort.",1
GN-101076,N’Zérékoré,M,20,1614813,19,Prépayé,Non,Non,237700.0,Autre wallet,0.0,38.13,3368.2,35,1,2,0,0.1,"Prix raisonnable, réseau stable à Kipé et Nongo.",0
GN-101077,Conakry,M,35,2146728,9,Prépayé,Non,Non,133300.0,Orange Money,107.79,24.51,708.8,39,0,1,0,4.1,"Ça passe bien pour mes besoins, appels clairs et internet ok.",0
GN-101078,Kankan,M,36,1185031,35,Prépayé,Oui,Non,87300.0,Autre wallet,30.8,87.69,769.5,35,2,1,0,14.2,"Ça passe bien pour mes besoins, appels clairs et internet ok.",0
GN-101079,Labé,F,30,1243224,6,Prépayé,Non,Non,136600.0,Orange Money,71.05,47.35,844.3,28,1,0,2,1.8,"Prix raisonnable, réseau stable à Kipé et Nongo.",0
GN-101080,Conakry,M,28,1606025,8,Prépayé,Non,Non,228600.0,Espèces,84.34,67.79,498.1,41,1,0,7,0.8,"Rien à signaler, qualité au rendez-vous, merci l’équipe.",1
GN-101081,Conakry,F,34,1942229,58,Prépayé,Non,Oui,101700.0,Orange Money,25.89,121.56,4388.6,45,4,0,0,1.3,"Réseau correct à Conakry, la 4G marche bien, rien à dire.",1
GN-101082,Boké,F,23,842933,6,Prépayé,Non,Oui,236300.0,Carte bancaire,39.17,0.0,2434.9,30,2,1,4,0.9,"Ça passe bien pour mes besoins, appels clairs et internet ok.",0
GN-101083,Kindia,M,33,1406843,17,Prépayé,Non,Non,100400.0,Orange Money,112.52,35.74,236.3,33,2,1,5,1.9,"Rien à signaler, qualité au rendez-vous, merci l’équipe.",0
GN-101084,Conakry,F,18,985431,20,Prépayé,Non,Non,63500.0,Carte bancaire,43.25,81.09,949.7,40,5,0,3,3.1,"Internet lent certains soirs à Matoto, sinon ok.",0
GN-101085,Faranah,M,30,625658,11,Prépayé,Non,Non,333600.0,Orange Money,81.82,20.71,855.6,37,0,0,0,1.0,"Rien à signaler, qualité au rendez-vous, merci l’équipe.",0
GN-101086,Mamou,M,18,1429288,2,Prépayé,Oui,Non,334000.0,Orange Money,36.61,74.06,568.4,25,3,2,0,6.5,"Ça passe bien pour mes besoins, appels clairs et internet ok.",0
GN-101087,Labé,F,47,1692977,31,Prépayé,Non,Oui,58600.0,Autre wallet,109.86,21.32,4602.3,42,5,2,0,3.2,"Prix raisonnable, réseau stable à Kipé et Nongo.",0
GN-101088,Labé,M,21,732268,5,Prépayé,Non,Non,143900.0,Espèces,40.01,28.52,644.4,35,2,1,1,6.3,"Bon service, forfait data intéressant, je suis satisfait.",1
GN-101089,Kankan,F,37,1185612,6,Prépayé,Non,Oui,135000.0,Autre wallet,3.95,25.04,1217.4,20,6,1,0,3.5,"Prix raisonnable, réseau stable à Kipé et Nongo.",1
GN-101090,Labé,F,32,928788,26,Prépayé,Non,Non,91300.0,Autre wallet,119.35,37.72,1649.3,35,5,0,0,1.2,"Ça passe bien pour mes besoins, appels clairs et internet ok.",0
GN-101091,Kindia,F,31,1613587,4,Prépayé,Non,Non,48500.0,Orange Money,32.04,5.83,316.1,29,2,1,0,5.0,"Réseau correct à Conakry, la 4G marche bien, rien à dire.",0
GN-101092,Kankan,M,25,1179221,62,Prépayé,Oui,Non,467400.0,Orange Money,18.21,28.76,567.0,34,0,2,4,1.5,"Support réactif, j’ai eu de l’aide rapidement, merci.",1
GN-101093,Conakry,M,17,798028,54,Postpayé,Non,Oui,224000.0,Orange Money,101.97,2.92,538.2,38,0,0,11,0.1,"Rien à signaler, qualité au rendez-vous, merci l’équipe.",1
GN-101094,Kindia,M,22,1522240,7,Postpayé,Non,Non,79200.0,Orange Money,80.24,8.21,482.4,35,1,0,4,0.8,Parfois ça coupe un peu mais globalement ça va.,0
GN-101095,Conakry,F,24,1844539,31,Postpayé,Non,Non,468800.0,Orange Money,68.72,0.0,434.3,35,1,0,4,7.7,"Ça passe bien pour mes besoins, appels clairs et internet ok.",0
GN-101096,Conakry,F,40,1912010,4,Prépayé,Non,Non,89500.0,Orange Money,66.15,71.94,769.0,27,1,0,2,5.3,"Bon service, forfait data intéressant, je suis satisfait.",1
GN-101097,N’Zérékoré,F,38,1071629,27,Prépayé,Non,Non,71500.0,Orange Money,31.99,30.43,728.4,37,3,2,4,1.8,Parfois ça coupe un peu mais globalement ça va.,1
GN-101098,N’Zérékoré,F,34,577106,73,Prépayé,Non,Non,167400.0,Orange Money,111.95,35.62,592.0,35,0,1,0,2.8,"Support réactif, j’ai eu de l’aide rapidement, merci.",1
GN-101099,Conakry,F,41,2414560,3,Prépayé,Non,Non,133300.0,Orange Money,89.99,34.95,300.9,39,0,0,0,0.9,"Support réactif, j’ai eu de l’aide rapidement, merci.",0
GN-101100,Kindia,F,24,1687713,22,Prépayé,Non,Non,94000.0,Orange Money,99.93,26.7,1094.6,20,0,1,0,9.0,"Support réactif, j’ai eu de l’aide rapidement, merci.",0
GN-101101,Kindia,F,21,300000,83,Postpayé,Non,Non,254700.0,Espèces,131.67,38.78,404.5,38,3,0,6,5.5,"Réseau correct à Conakry, la 4G marche bien, rien à dire.",0
GN-101102,Kindia,F,27,1361595,99,Prépayé,Non,Non,156900.0,Autre wallet,76.94,72.2,1890.5,26,0,2,0,8.2,"Prix raisonnable, réseau stable à Kipé et Nongo.",0
GN-101103,Faranah,M,39,863640,20,Postpayé,Non,Non,212400.0,Orange Money,94.68,10.31,521.1,29,4,1,1,2.4,"Le réseau varie selon les quartiers, mais on s’en sort.",0
GN-101104,Mamou,F,47,1165667,11,Prépayé,Non,Non,120500.0,Orange Money,93.08,45.61,245.8,38,0,2,2,2.6,"Prix raisonnable, réseau stable à Kipé et Nongo.",0
GN-101105,Kindia,F,29,636605,5,Prépayé,Oui,Oui,379800.0,Orange Money,45.33,29.94,413.0,33,2,0,0,4.1,"Ça passe bien pour mes besoins, appels clairs et internet ok.",0
GN-101106,Labé,F,45,1129269,8,Prépayé,Non,Non,187200.0,Autre wallet,69.65,2.21,1396.1,36,1,1,5,1.6,"Réseau correct à Conakry, la 4G marche bien, rien à dire.",0
GN-101107,Conakry,M,23,917226,24,Prépayé,Non,Non,91800.0,Espèces,87.28,46.67,1111.6,40,1,0,5,14.8,"Réseau correct à Conakry, la 4G marche bien, rien à dire.",0
GN-101108,Conakry,F,34,1730821,2,Prépayé,Oui,Non,221800.0,Orange Money,87.27,66.81,572.8,43,1,0,6,7.4,"Prix raisonnable, réseau stable à Kipé et Nongo.",0
GN-101109,Labé,F,16,1046227,36,Prépayé,Non,Non,213000.0,Orange Money,18.05,50.24,519.8,42,0,3,0,9.8,Parfois ça coupe un peu mais globalement ça va.,0
GN-101110,Boké,M,48,1496100,39,Prépayé,Non,Non,79700.0,Orange Money,75.96,50.39,1336.9,34,3,0,0,4.4,"Support réactif, j’ai eu de l’aide rapidement, merci.",0
GN-101111,Faranah,F,34,874498,23,Postpayé,Non,Non,254100.0,Carte bancaire,96.0,49.6,1750.5,41,3,4,4,10.1,"Réseau correct à Conakry, la 4G marche bien, rien à dire.",0
GN-101112,Conakry,M,37,988856,17,Prépayé,Non,Non,223600.0,Orange Money,70.21,28.99,1140.0,34,2,0,4,0.1,"Rien à signaler, qualité au rendez-vous, merci l’équipe.",0
GN-101113,Labé,F,37,1636549,16,Prépayé,Non,Non,101100.0,Orange Money,61.9,80.95,1321.9,37,2,1,7,2.3,"Ça passe bien pour mes besoins, appels clairs et internet ok.",0
GN-101114,Mamou,F,28,1233188,58,Postpayé,Non,Non,419700.0,Orange Money,133.58,88.37,772.1,48,4,2,4,5.0,"Ça passe bien pour mes besoins, appels clairs et internet ok.",0
GN-101115,N’Zérékoré,M,26,1068334,29,Postpayé,Non,Non,387400.0,Carte bancaire,85.56,55.35,812.6,36,2,1,9,9.2,"Ça passe bien pour mes besoins, appels clairs et internet ok.",0
GN-101116,N’Zérékoré,F,26,1603399,45,Prépayé,Non,Non,158400.0,Orange Money,72.0,43.73,957.3,42,1,0,9,0.9,"Prix raisonnable, réseau stable à Kipé et Nongo.",0
GN-101117,N’Zérékoré,F,43,957511,3,Postpayé,Non,Non,462500.0,Espèces,37.05,95.5,331.2,46,0,2,4,1.1,"Bon service, forfait data intéressant, je suis satisfait.",0
GN-101118,Conakry,F,31,2596897,25,Prépayé,Non,Non,176500.0,Orange Money,76.12,0.0,205.8,44,1,2,3,1.1,"Réseau correct à Conakry, la 4G marche bien, rien à dire.",0
GN-101119,Faranah,M,30,785085,14,Postpayé,Non,Non,225600.0,Orange Money,97.82,47.18,442.1,42,3,1,6,0.7,"Internet lent certains soirs à Matoto, sinon ok.",0
GN-101120,Kankan,F,64,592277,55,Prépayé,Non,Non,126100.0,Autre wallet,25.83,37.34,181.7,30,5,1,1,9.6,Parfois ça coupe un peu mais globalement ça va.,0
GN-101121,Conakry,F,38,2014666,141,Prépayé,Non,Non,233500.0,Orange Money,54.79,36.7,446.0,35,3,0,4,2.2,"Support réactif, j’ai eu de l’aide rapidement, merci.",0
GN-101122,Conakry,F,26,1985506,25,Prépayé,Non,Oui,104900.0,Orange Money,32.15,40.04,769.8,39,4,0,0,6.0,"Prix raisonnable, réseau stable à Kipé et Nongo.",0
GN-101123,Kindia,M,46,1085249,20,Prépayé,Oui,Non,133000.0,Orange Money,102.73,2.39,741.0,33,3,1,2,13.4,"Bon service, forfait data intéressant, je suis satisfait.",0
GN-101124,Conakry,F,49,638696,44,Prépayé,Oui,Non,184500.0,Orange Money,43.82,58.37,1027.5,38,4,0,0,2.4,"Bon service, forfait data intéressant, je suis satisfait.",1
GN-101125,Faranah,F,44,840052,21,Prépayé,Non,Non,29300.0,Orange Money,50.69,65.5,598.5,29,0,1,13,17.8,"Service client joignable, délai un peu long parfois.",0
GN-101126,Conakry,F,22,1294872,7,Prépayé,Non,Oui,260200.0,Orange Money,114.94,65.46,1610.5,31,1,1,1,2.1,"Support réactif, j’ai eu de l’aide rapidement, merci.",0
GN-101127,Conakry,F,48,1385456,53,Prépayé,Non,Non,60500.0,Orange Money,107.35,9.15,690.5,39,3,1,0,3.0,"Prix raisonnable, réseau stable à Kipé et Nongo.",0
GN-101128,Boké,M,21,1196863,11,Postpayé,Oui,Non,326300.0,Orange Money,106.42,0.0,547.0,44,0,2,10,4.4,"Réseau correct à Conakry, la 4G marche bien, rien à dire.",0
GN-101129,Boké,F,20,740271,27,Prépayé,Non,Non,32000.0,Carte bancaire,103.92,0.0,1062.4,35,1,1,0,2.8,"Rien à signaler, qualité au rendez-vous, merci l’équipe.",1
GN-101130,Kankan,M,32,1302581,1,Prépayé,Oui,Oui,55500.0,Carte bancaire,36.81,38.7,422.1,31,0,0,2,1.6,"Rien à signaler, qualité au rendez-vous, merci l’équipe.",0
GN-101131,Boké,F,20,692437,38,Prépayé,Non,Oui,687700.0,Carte bancaire,94.36,66.22,444.8,26,1,1,0,1.7,"Support réactif, j’ai eu de l’aide rapidement, merci.",0
GN-101132,N’Zérékoré,M,28,1092624,14,Prépayé,Non,Oui,56100.0,Orange Money,84.5,28.14,297.6,28,0,1,1,5.0,"Le réseau varie selon les quartiers, mais on s’en sort.",1
GN-101133,Conakry,M,16,2215161,5,Prépayé,Non,Oui,117400.0,Carte bancaire,24.85,14.75,741.8,39,0,3,0,4.9,"Rien à signaler, qualité au rendez-vous, merci l’équipe.",1
GN-101134,Kankan,F,31,2017665,27,Postpayé,Non,Non,218800.0,Carte bancaire,25.94,33.6,677.7,30,0,1,10,3.2,"Le réseau varie selon les quartiers, mais on s’en sort.",0
GN-101135,Conakry,F,38,2494710,16,Postpayé,Non,Non,407400.0,Carte bancaire,61.18,56.51,611.8,29,0,1,6,2.4,"Ça passe bien pour mes besoins, appels clairs et internet ok.",0
GN-101136,N’Zérékoré,M,32,1279520,33,Prépayé,Non,Non,225300.0,Orange Money,77.13,87.4,891.5,35,0,0,2,2.4,"Support réactif, j’ai eu de l’aide rapidement, merci.",0
GN-101137,Mamou,F,24,1073921,11,Prépayé,Non,Non,672400.0,Orange Money,48.74,45.94,2928.3,32,4,0,1,6.5,"Prix raisonnable, réseau stable à Kipé et Nongo.",0
GN-101138,Faranah,M,36,1048641,3,Prépayé,Oui,Non,191300.0,Orange Money,63.27,22.18,287.7,35,0,0,5,3.8,"Prix raisonnable, réseau stable à Kipé et Nongo.",0
GN-101139,N’Zérékoré,F,37,703414,16,Postpayé,Non,Non,298800.0,Orange Money,60.55,23.67,1289.5,32,0,1,6,1.5,"Bon service, forfait data intéressant, je suis satisfait.",0
GN-101140,Boké,F,20,1966985,35,Prépayé,Non,Oui,130200.0,Orange Money,39.3,61.92,3043.3,37,2,1,0,0.4,"Réseau correct à Conakry, la 4G marche bien, rien à dire.",0
GN-101141,Mamou,M,23,1453739,20,Prépayé,Non,Non,243800.0,Orange Money,52.35,0.0,712.4,29,2,0,3,18.7,"Réseau correct à Conakry, la 4G marche bien, rien à dire.",0
GN-101142,N’Zérékoré,F,35,1777258,34,Prépayé,Non,Non,121800.0,Orange Money,69.11,50.57,842.1,35,0,0,2,8.2,"Réseau correct à Conakry, la 4G marche bien, rien à dire.",0
GN-101143,Conakry,M,43,2368258,56,Prépayé,Oui,Non,64700.0,Orange Money,59.22,106.75,1229.3,33,1,0,1,4.2,"Réseau correct à Conakry, la 4G marche bien, rien à dire.",1
GN-101144,Conakry,F,42,1786988,37,Prépayé,Non,Oui,36800.0,Carte bancaire,36.48,65.11,650.7,36,0,0,4,2.2,"Service moyen, je recharge quand il faut, ça fait l’affaire.",0
GN-101145,Kankan,F,34,815156,25,Prépayé,Non,Non,309800.0,Orange Money,63.6,55.13,2788.1,47,2,1,9,1.6,"Ça passe bien pour mes besoins, appels clairs et internet ok.",1
GN-101146,Labé,F,28,1134708,3,Prépayé,Non,Non,53800.0,Orange Money,30.68,96.55,264.8,41,4,0,10,6.5,"Le réseau varie selon les quartiers, mais on s’en sort.",1
GN-101147,Labé,M,40,1366890,90,Prépayé,Oui,Oui,83300.0,Orange Money,37.27,59.42,1055.0,39,0,0,2,12.6,"Prix raisonnable, réseau stable à Kipé et Nongo.",0
GN-101148,Conakry,M,37,2821518,5,Prépayé,Oui,Non,52200.0,Autre wallet,95.31,0.0,536.3,32,2,0,0,5.9,"Rien à signaler, qualité au rendez-vous, merci l’équipe.",1
GN-101149,Faranah,F,20,687901,17,Prépayé,Non,Non,221100.0,Orange Money,56.22,85.61,1867.4,27,2,1,0,3.9,"Prix raisonnable, réseau stable à Kipé et Nongo.",0
GN-101150,Faranah,F,39,754592,83,Prépayé,Non,Non,58700.0,Orange Money,90.06,76.29,1009.4,22,1,0,8,0.2,"Rien à signaler, qualité au rendez-vous, merci l’équipe.",0
GN-101151,N’Zérékoré,M,29,1064476,26,Postpayé,Non,Oui,108700.0,Orange Money,30.28,32.05,2982.3,51,2,1,0,0.0,"Rien à signaler, qualité au rendez-vous, merci l’équipe.",1
GN-101152,N’Zérékoré,M,42,1450540,11,Postpayé,Non,Oui,418800.0,Orange Money,55.24,79.19,1166.7,38,1,1,5,1.7,"Ça passe bien pour mes besoins, appels clairs et internet ok.",0
GN-101153,Conakry,M,17,2356884,6,Prépayé,Non,Non,197400.0,Orange Money,67.98,37.71,576.4,30,1,0,0,4.2,"Bon service, forfait data intéressant, je suis satisfait.",0
GN-101154,Boké,F,30,1073060,4,Prépayé,Non,Non,210200.0,Orange Money,83.43,42.31,2450.6,30,3,0,0,6.7,"Ça passe bien pour mes besoins, appels clairs et internet ok.",0
GN-101155,Faranah,M,22,1336907,70,Prépayé,Non,Non,203600.0,Espèces,0.0,63.24,585.7,38,4,2,0,7.8,"Internet lent certains soirs à Matoto, sinon ok.",1
GN-101156,Mamou,F,16,1169764,106,Prépayé,Non,Non,201300.0,Orange Money,54.56,47.03,1271.0,28,1,2,0,6.1,"Support réactif, j’ai eu de l’aide rapidement, merci.",1
GN-101157,Conakry,F,46,1196016,23,Postpayé,Non,Non,568500.0,Orange Money,137.46,51.15,738.2,39,2,1,5,2.7,"Ça passe bien pour mes besoins, appels clairs et internet ok.",0
GN-101158,Conakry,F,43,1882927,6,Prépayé,Non,Non,135200.0,Orange Money,17.25,73.98,1477.3,37,4,2,6,14.6,"Support réactif, j’ai eu de l’aide rapidement, merci.",0
GN-101159,Conakry,M,39,887944,2,Prépayé,Oui,Non,223800.0,Orange Money,40.61,68.67,1445.4,33,1,2,4,1.0,"Réseau correct à Conakry, la 4G marche bien, rien à dire.",0
GN-101160,Kankan,M,46,1012871,45,Prépayé,Non,Non,510200.0,Orange Money,41.11,72.01,219.5,33,3,1,0,5.6,"Support réactif, j’ai eu de l’aide rapidement, merci.",0
GN-101161,Faranah,M,34,688487,7,Prépayé,Non,Non,18300.0,Orange Money,10.29,13.0,604.3,43,0,1,5,5.5,Parfois ça coupe un peu mais globalement ça va.,0
GN-101162,Conakry,M,37,1745834,8,Prépayé,Non,Oui,85800.0,Orange Money,109.09,29.09,876.4,30,3,0,0,0.1,"Rien à signaler, qualité au rendez-vous, merci l’équipe.",1
GN-101163,Conakry,M,43,2526068,11,Prépayé,Non,Oui,177600.0,Orange Money,28.69,0.0,1825.3,26,3,1,6,4.4,"Rien à signaler, qualité au rendez-vous, merci l’équipe.",1
GN-101164,Conakry,M,25,1281572,62,Postpayé,Non,Non,156600.0,Orange Money,72.03,37.47,1769.7,32,2,0,2,3.5,"Réseau correct à Conakry, la 4G marche bien, rien à dire.",0
GN-101165,Conakry,M,16,1254094,34,Prépayé,Non,Non,56400.0,Orange Money,81.34,39.19,618.2,26,0,2,0,0.5,"Bon service, forfait data intéressant, je suis satisfait.",0
GN-101166,Conakry,F,32,1853826,33,Prépayé,Non,Non,102500.0,Orange Money,65.75,57.71,340.1,22,0,2,3,0.5,"Ça passe bien pour mes besoins, appels clairs et internet ok.",1
GN-101167,Faranah,F,23,1243411,6,Postpayé,Non,Non,321000.0,Espèces,0.0,96.65,549.0,42,2,0,6,7.8,"Prix raisonnable, réseau stable à Kipé et Nongo.",0
GN-101168,Conakry,M,32,918394,18,Prépayé,Oui,Non,143800.0,Autre wallet,83.46,12.74,272.9,35,2,0,9,2.1,"Rien à signaler, qualité au rendez-vous, merci l’équipe.",0
GN-101169,Conakry,M,63,2254957,8,Prépayé,Oui,Non,144100.0,Carte bancaire,67.15,30.11,344.9,26,3,1,14,0.2,"Support réactif, j’ai eu de l’aide rapidement, merci.",0
GN-101170,Conakry,M,46,1759264,44,Prépayé,Non,Non,242800.0,Orange Money,44.14,96.45,550.4,40,0,0,3,5.6,"Bon service, forfait data intéressant, je suis satisfait.",0
GN-101171,Boké,M,32,1400078,20,Prépayé,Non,Oui,361000.0,Orange Money,95.41,44.12,687.1,34,2,3,4,0.0,"Rien à signaler, qualité au rendez-vous, merci l’équipe.",1
GN-101172,Kindia,M,26,1216056,9,Prépayé,Non,Non,141200.0,Orange Money,110.48,63.54,170.9,30,1,2,6,4.1,"Bon service, forfait data intéressant, je suis satisfait.",1
GN-101173,Conakry,M,39,1858411,6,Prépayé,Non,Oui,136200.0,Orange Money,63.85,12.14,286.4,42,2,1,5,7.1,"Ça passe bien pour mes besoins, appels clairs et internet ok.",1
GN-101174,Conakry,F,31,3106198,23,Prépayé,Non,Non,60700.0,Espèces,89.73,33.14,872.2,33,2,0,0,2.1,"Rien à signaler, qualité au rendez-vous, merci l’équipe.",0
GN-101175,Kankan,M,22,935828,43,Prépayé,Non,Non,316000.0,Orange Money,10.64,26.91,273.4,40,4,0,6,21.8,"Réseau correct à Conakry, la 4G marche bien, rien à dire.",1
GN-101176,Kankan,M,40,1208025,51,Postpayé,Non,Non,581500.0,Carte bancaire,58.12,0.2,777.0,40,1,2,4,7.1,"Prix raisonnable, réseau stable à Kipé et Nongo.",0
GN-101177,Conakry,F,21,2543805,49,Prépayé,Non,Non,202200.0,Espèces,61.2,20.18,392.7,43,3,1,4,5.3,"Réseau correct à Conakry, la 4G marche bien, rien à dire.",0
GN-101178,Labé,M,30,1000912,44,Postpayé,Non,Non,408600.0,Orange Money,41.94,61.4,711.0,30,3,1,16,4.7,"Bon service, forfait data intéressant, je suis satisfait.",0
GN-101179,Conakry,M,26,1926095,17,Prépayé,Non,Non,62200.0,Orange Money,20.3,51.72,647.9,31,1,1,0,2.1,"Support réactif, j’ai eu de l’aide rapidement, merci.",0
GN-101180,Conakry,M,33,1667420,39,Prépayé,Non,Oui,98600.0,Orange Money,102.41,0.0,846.3,34,1,2,0,2.2,"Support réactif, j’ai eu de l’aide rapidement, merci.",0
GN-101181,Conakry,F,28,2527941,2,Prépayé,Non,Non,129500.0,Orange Money,121.77,66.64,3161.6,28,6,0,8,4.4,"Rien à signaler, qualité au rendez-vous, merci l’équipe.",1
GN-101182,Kindia,M,19,728931,11,Postpayé,Non,Non,538900.0,Orange Money,13.03,28.09,716.8,39,1,1,10,12.3,"Réseau correct à Conakry, la 4G marche bien, rien à dire.",0
GN-101183,Faranah,F,23,916057,9,Prépayé,Non,Oui,94800.0,Orange Money,63.67,31.37,709.5,42,2,0,0,3.8,"Le réseau varie selon les quartiers, mais on s’en sort.",0
GN-101184,Conakry,F,38,1747976,19,Prépayé,Non,Non,53900.0,Orange Money,0.0,79.18,536.7,28,1,2,3,4.5,"Support réactif, j’ai eu de l’aide rapidement, merci.",1
